uniprot,Protein.Acc,Protein.Descriptions,up/low,P value.(up/low)
Q9FLG8,AT5G64500.1,Major facilitator superfamily protein,0.989433286,0.907190345
Q9FL12,AT5G40200.1,DegP protease 9,0.987404703,0.822415392
P09468,ATCG00470.1,ATP synthase epsilon chain,0.987402138,0.875041082
P46312,AT4G30950.1,fatty acid desaturase 6,0.987275312,0.829968187
O65902,AT4G34490.1,cyclase associated protein 1,0.98715087,0.885076414
Q8LAA7,AT5G45590.1,Ribosomal protein L35,0.987044106,0.888487146
Q9LIC2,AT3G13772.1,transmembrane nine 7,0.986975788,0.879092921
Q9C641,AT1G45332.1,Translation elongation factor EFG/EF2 protein,0.986727543,0.910188279
Q8RWG3,AT3G56140.1,Protein of unknown function (DUF399 and DUF3411),0.986576464,0.896245262
O65023,AT3G51870.1,Mitochondrial substrate carrier family protein,0.9865214,0.81436284
P38666,AT3G53020.1,Ribosomal protein L24e family protein,0.986520719,0.820914006
Q9FJW0,AT5G67630.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.986394871,0.752063638
Q7XA68,AT3G01790.2,Ribosomal protein L13 family protein,0.986088903,0.783159968
Q06850,AT5G04870.1,calcium dependent protein kinase 1,0.985895005,0.82011407
Q8L586,AT4G09580.1,SNARE associated Golgi protein family,0.985719322,0.841528478
Q8S9J1,AT5G14220.1,Flavin containing amine oxidoreductase family,0.985345178,0.833957426
Q94AT3,AT1G49350.1,pfkB-like carbohydrate kinase family protein,0.985267497,0.885310866
P54150,AT4G25130.1,peptide met sulfoxide reductase 4,0.98516316,0.877550943
Q8VWI1,AT3G25040.1,endoplasmic reticulum retention defective 2B,0.984791373,0.909182743
Q9M1C2,AT3G60210.1,GroES-like family protein,0.984728229,0.928310412
Q8VY85,AT2G06010.1,OBP3-responsive gene 4,0.984411534,0.806459598
Q8W4S4,AT4G39080.1,vacuolar proton ATPase A3,0.984122162,0.748365292
Q9FJX2,AT5G67510.1,Translation protein SH3-like family protein,0.983391364,0.750214023
Q84VQ3,AT5G21326.1,Ca2+regulated serine-threonine protein kinase family protein,0.983232337,0.920720973
Q9LV28,AT3G18130.1,receptor for activated C kinase 1C,0.983128512,0.673508669
Q0WRA3,AT1G13690.1,ATPase E1,0.982794081,0.875664543
Q9XF89,AT4G10340.1,light harvesting complex of photosystem II 5,0.982637051,0.846220111
Q9LPZ1,AT1G11430.1,"plastid developmental protein DAG, putative",0.982615957,0.854412713
Q93W22,AT1G66580.1,senescence associated gene 24,0.982500306,0.518185445
Q5XF80,AT5G60730.1,Anion-transporting ATPase,0.982353543,0.728864784
Q5XF06,AT2G36070.1,translocase inner membrane subunit 44-2,0.982257738,0.738928407
Q9ZVD5,AT2G27040.1,Argonaute family protein,0.981974657,0.637035858
Q9LDY7,AT4G11410.1,NAD(P)-binding Rossmann-fold superfamily protein,0.981892585,0.639070728
Q9LZ23,AT5G04740.1,ACT domain-containing protein,0.981597855,0.787550418
Q9FHY6,AT5G41970.1,Metal-dependent protein hydrolase,0.981182515,0.628584862
Q9M9P3,AT3G03250.1,UDP-GLUCOSE PYROPHOSPHORYLASE 1,0.981092529,0.905078413
Q1H537,AT5G18660.1,NAD(P)-binding Rossmann-fold superfamily protein,0.980890333,0.790443566
Q9FE78,AT5G05470.1,eukaryotic translation initiation factor 2 alpha subunit,0.980713176,0.978587295
Q9SIM4,AT2G20450.1,Ribosomal protein L14,0.980348844,0.619797213
Q94A65,AT4G27700.1,Rhodanese/Cell cycle control phosphatase superfamily protein,0.980251822,0.934707857
Q9SMX3,AT5G15090.2,voltage dependent anion channel 3,0.980028502,0.902360968
Q9FLG0,AT5G64580.1,AAA-type ATPase family protein,0.978975486,0.611572282
O49191,AT4G17260.1,Lactate/malate dehydrogenase family protein,0.978766802,0.63484464
Q9FGP3,AT5G50550.1,Transducin/WD40 repeat-like superfamily protein,0.978304472,0.534524654
Q9LQ55,AT1G59610.1,dynamin-like 3,0.978194879,0.779155652
Q8W455,AT2G36835.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 26 Blast hits to 26 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.977603887,0.775188797
Q9LYA1,AT5G14280.1,DNA-binding storekeeper protein-related,0.977521755,0.873553654
Q9LHA4,AT3G28715.1,"ATPase, V0/A0 complex, subunit C/D",0.977143019,0.784878907
Q94AB7,AT5G41350.1,RING/U-box superfamily protein,0.977104333,0.775310552
Q84K47,AT3G47730.1,ATP-binding cassette A2,0.976924791,0.772569123
Q9ZVH7,AT2G38550.1,Transmembrane proteins 14C,0.976841921,0.717961093
P31582,AT5G45130.1,RAB homolog 1,0.976750602,0.691684239
Q9LUQ6,AT3G16780.1,Ribosomal protein L19e family protein,0.97662645,0.482005836
Q9FJT9,AT5G56730.1,Insulinase (Peptidase family M16) protein,0.975914297,0.66590589
Q9C6S7,AT1G31850.2,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.975716526,0.649548402
Q9ZPE7,AT4G08950.1,Phosphate-responsive 1 family protein,0.975109202,0.742132404
Q1PF10,AT2G23900.1,Pectin lyase-like superfamily protein,0.974335379,0.816460981
Q9MA41,AT1G05850.1,Chitinase family protein,0.973900702,0.63773704
O48529,AT2G42220.1,Rhodanese/Cell cycle control phosphatase superfamily protein,0.972447417,0.76808901
Q9ZQX4,AT4G02620.1,vacuolar ATPase subunit F family protein,0.971969632,0.419410162
Q9LUD4,AT3G14600.1,Ribosomal protein L18ae/LX family protein,0.968364083,0.357755531
Q8VZB9,AT1G08360.1,Ribosomal protein L1p/L10e family,0.96763711,0.518054965
Q9LIG7,AT3G20960.1,"cytochrome P450, family 705, subfamily A, polypeptide 33",0.967446469,0.628194392
Q9FKF4,AT5G61670.2,Encodes a close homolog of the Cauliflower OR (Orange) protein.  The function of OR is to induce the differentiation of proplastids or other noncolored plastids into chromoplasts for carotenoid accumulation.  Both proteins contain a Cysteine-rich zinc finger domain that is highly specific to DnaJ-like molecular chaperons.,0.967415782,0.474197933
Q8LF20,AT2G25430.1,epsin N-terminal homology (ENTH) domain-containing protein / clathrin assembly protein-related,0.966830048,0.612029214
Q94CJ5,AT5G12470.1,Protein of unknown function (DUF3411),0.966661899,0.681054306
P42043,AT5G26030.1,ferrochelatase 1,0.966427577,0.383415309
Q93YS7,AT4G04940.1,transducin family protein / WD-40 repeat family protein,0.965805615,0.642268583
Q9FG73,AT5G55920.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.965155898,0.463598822
O80929,AT2G37600.2,Ribosomal protein L36e family protein,0.965024205,0.628707966
Q94BZ0,AT1G50450.1,Saccharopine dehydrogenase,0.964868342,0.547709847
O65660,AT4G39730.1,"Lipase/lipooxygenase, PLAT/LH2 family protein",0.964477924,0.706874856
Q8L866,AT2G42490.1,Copper amine oxidase family protein,0.964225969,0.75123599
Q9FMH8,AT5G43060.1,Granulin repeat cysteine protease family protein,0.963524517,0.514077804
Q9LZV4,AT5G01920.1,Protein kinase superfamily protein,0.963196144,0.498649826
Q0WWT7,AT4G24750.1,Rhodanese/Cell cycle control phosphatase superfamily protein,0.962885212,0.642268583
P51418,AT2G34480.1,Ribosomal protein L18ae/LX family protein,0.96274967,0.319174272
Q9FE59,AT1G09960.1,sucrose transporter 4,0.962614523,0.601333806
Q94BX2,AT3G50910.1,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G66480.1); Has 76 Blast hits to 75 proteins in 28 species: Archae - 0; Bacteria - 10; Metazoa - 7; Fungi - 2; Plants - 49; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink).,0.96243651,0.598215768
Q9LJU7,AT3G20500.1,purple acid phosphatase 18,0.962204728,0.809693862
Q9LK13,AT3G24315.1,Sec20 family protein,0.961617696,0.346190989
Q9C9Z2,AT3G08640.1,Protein of unknown function (DUF3411),0.960933695,0.661942455
Q9SGT7,AT1G56110.1,homolog of nucleolar protein NOP56,0.960838609,0.590225461
Q9LPN6,AT3G10630.1,UDP-Glycosyltransferase superfamily protein,0.960425948,0.31501579
Q5XF75,AT4G11120.1,"translation elongation factor Ts (EF-Ts), putative",0.959407325,0.77500772
Q9CA23,AT1G77710.1,"CONTAINS InterPro DOMAIN/s: Ubiquitin-like, Ufm1 (InterPro:IPR005375); Has 244 Blast hits to 244 proteins in 106 species: Archae - 0; Bacteria - 0; Metazoa - 149; Fungi - 0; Plants - 47; Viruses - 0; Other Eukaryotes - 48 (source: NCBI BLink).",0.959389303,0.4721125
Q9LUW5,AT3G22330.1,putative mitochondrial RNA helicase 2,0.959143616,0.307389412
Q9M7S9,AT3G06060.1,NAD(P)-binding Rossmann-fold superfamily protein,0.958598432,0.629735137
Q94II3,AT4G19120.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.958559126,0.505622362
Q9FLQ4,AT5G55070.1,Dihydrolipoamide succinyltransferase,0.958333,0.481582454
Q9LXQ2,AT3G44100.1,MD-2-related lipid recognition domain-containing protein,0.958287778,0.489497996
Q8LD39,AT5G09770.1,Ribosomal protein L17 family protein,0.958028324,0.316104526
F4K786,AT5G37590.1,Tetratricopeptide repeat (TPR)-like superfamily protein,0.957775656,0.610683334
Q9SZF8,AT4G37660.1,Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein,0.957555385,0.578155062
O48783,AT2G26680.1,CONTAINS InterPro DOMAIN/s: Methyltransferase FkbM (InterPro:IPR006342); Has 1073 Blast hits to 1073 proteins in 243 species: Archae - 45; Bacteria - 509; Metazoa - 0; Fungi - 4; Plants - 60; Viruses - 4; Other Eukaryotes - 451 (source: NCBI BLink).,0.956994335,0.459260184
O48661,AT1G70310.1,spermidine synthase 2,0.956673349,0.844912736
Q9CAX4,AT3G11530.1,Vacuolar protein sorting 55 (VPS55) family protein,0.956522329,0.534625308
Q9SZT7,AT4G37370.1,"cytochrome P450, family 81, subfamily D, polypeptide 8",0.956151897,0.417130858
Q9ZU40,AT2G01270.1,quiescin-sulfhydryl oxidase 2,0.956079087,0.439575736
Q9M9E0,AT1G15530.1,Concanavalin A-like lectin protein kinase family protein,0.955880949,0.579316127
Q9MAB3,AT3G05060.1,NOP56-like pre RNA processing ribonucleoprotein,0.955341244,0.514937133
Q8RXU5,AT3G60245.1,Zinc-binding ribosomal protein family protein,0.955269264,0.365411752
P43296,AT4G39090.1,Papain family cysteine protease,0.955195733,0.469148972
Q9FLD7,AT5G39990.1,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",0.954872791,0.531133316
Q8L640,AT4G20850.1,tripeptidyl peptidase ii,0.954616809,0.288071031
A8MPR5,AT3G16290.1,AAA-type ATPase family protein,0.953858091,0.518054965
Q93Y40,AT5G59420.1,OSBP(oxysterol binding protein)-related protein 3C,0.95333346,0.356821675
Q9FGK9,AT5G47480.1,RGPR-related,0.953230198,0.648200045
Q93VP3,AT1G26630.1,Eukaryotic translation initiation factor 5A-1 (eIF-5A 1) protein,0.953032974,0.425616278
Q94JX9,AT3G49470.1,nascent polypeptide-associated complex subunit alpha-like protein 2,0.952889992,0.193710329
Q9LPC5,AT1G01960.1,SEC7-like guanine nucleotide exchange family protein,0.952867165,0.17082962
P56777,ATCG00680.1,photosystem II reaction center protein B,0.952784864,0.771886288
Q9M5J9,AT5G06860.1,polygalacturonase inhibiting protein 1,0.950902295,0.310028717
Q9FZ84,AT1G18630.1,glycine-rich RNA-binding protein 6,0.950687152,0.319151772
Q9M8Z0,AT3G04340.1,FtsH extracellular protease family,0.949712709,0.5174438
Q8L9E2,AT4G16566.1,histidine triad nucleotide-binding 4,0.949101116,0.347036855
Q9SPE6,AT3G56190.1,alpha-soluble NSF attachment protein 2,0.947940049,0.375347314
Q6IMT0,AT5G49680.2,Golgi-body localisation protein domain ;RNA pol II promoter Fmp27 protein domain,0.947775157,0.178740295
Q0WT32,AT2G40190.1,UDP-Glycosyltransferase superfamily protein,0.947550727,0.148824315
Q9ZPI5,AT3G06860.1,multifunctional protein 2,0.947403973,0.113774052
Q9LYB3,AT3G63090.1,Ubiquitin carboxyl-terminal hydrolase family protein,0.947001834,0.180032954
Q94BZ6,AT1G12850.1,Phosphoglycerate mutase family protein,0.946380274,0.284973376
Q9FPJ5,AT5G21090.1,Leucine-rich repeat (LRR) family protein,0.946341227,0.123562186
Q9M8Z5,AT3G07050.1,GTP-binding family protein,0.945968577,0.498635153
Q94A16,AT2G47320.1,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,0.945705882,0.234803053
Q9LKJ4,AT1G17290.1,alanine aminotransferas,0.945514423,0.315606492
Q9LW76,AT3G16100.1,RAB GTPase homolog G3C,0.944826619,0.424764856
Q9LU59,AT5G51150.1,Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein,0.944811057,0.468328655
Q1JPM5,AT4G17430.1,O-fucosyltransferase family protein,0.944633377,0.250122217
Q9SF11,AT3G11880.1,"Protein of unknown function DUF2359, transmembrane",0.944334275,0.299402201
Q8VZT8,AT1G31817.1,Ribosomal L18p/L5e family protein,0.941678015,0.314514441
Q9LW08,AT3G15710.1,Peptidase S24/S26A/S26B/S26C family protein,0.941583033,0.589639069
Q9SSS9,AT4G09650.1,ATP synthase delta-subunit gene,0.941384447,0.477995644
O22850,AT2G43350.2,glutathione peroxidase 3,0.941207514,0.472679586
Q9ZVS4,AT1G03220.1,Eukaryotic aspartyl protease family protein,0.94096998,0.663926998
P56757,ATCG00120.1,ATP synthase subunit alpha,0.940967783,0.340257675
Q9SJT9,AT2G21390.1,"Coatomer, alpha subunit",0.940483107,0.030830754
O82359,AT2G46090.1,Diacylglycerol kinase family protein,0.940467936,0.33063125
Q9ZT71,AT4G03430.1,pre-mRNA splicing factor-related,0.940312932,0.664462299
Q9SQT5,AT3G06320.1,Ribosomal protein L33 family protein,0.940119221,0.436048811
Q9STK8,AT3G48280.1,"cytochrome P450, family 71, subfamily A, polypeptide 25",0.939332843,0.291602916
Q9ASY8,AT5G41685.1,"Mitochondrial outer membrane translocase complex, subunit Tom7",0.938458049,0.473582708
Q8LBH2,AT2G01600.1,ENTH/ANTH/VHS superfamily protein,0.938456561,0.351930985
Q9FHX0,AT5G42150.1,Glutathione S-transferase family protein,0.938087409,0.106157487
Q9SJZ7,AT2G22360.1,DNAJ heat shock family protein,0.937803333,0.325582233
Q147P9,AT5G10050.1,NAD(P)-binding Rossmann-fold superfamily protein,0.937318125,0.079782335
Q05085,AT1G12110.1,nitrate transporter 1.1,0.93728707,0.162189367
O65655,AT4G39680.1,SAP domain-containing protein,0.936381793,0.314998622
Q8W4K2,AT1G16870.1,mitochondrial 28S ribosomal protein S29-related,0.936350057,0.055081804
Q8RWF2,AT4G17540.1,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.936168605,0.349672178
Q84J71,AT2G17670.1,Tetratricopeptide repeat (TPR)-like superfamily protein,0.935725487,0.375189862
Q9LK46,AT3G23710.1,Tic22-like family protein,0.934721641,0.374841222
P54967,AT2G43360.1,Radical SAM superfamily protein,0.934119323,0.309819607
Q9SJB3,AT2G24520.1,H(+)-ATPase 5,0.933511595,0.695767188
P92963,AT4G17170.1,RAB GTPase homolog B1C,0.931580151,0.062254606
Q9LHF1,AT3G24480.1,Leucine-rich repeat (LRR) family protein,0.931419258,0.255116136
Q6GKU7,AT1G64880.1,Ribosomal protein S5 family protein,0.930999493,0.256082957
Q6NPR7,AT1G29470.2,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.930521992,0.162200386
Q94AG6,AT4G39460.2,S-adenosylmethionine carrier 1,0.930411424,0.080767755
Q9LK23,AT3G27300.1,glucose-6-phosphate dehydrogenase 5,0.929925846,0.443064742
O82568,AT3G25585.1,aminoalcoholphosphotransferase,0.928799389,0.249263777
Q9SD67,AT3G47060.1,FTSH protease 7,0.927356879,0.46205662
P28186,AT3G46060.3,RAB GTPase homolog 8A,0.926833593,0.179868234
Q9FGT4,AT5G58100.1,unknown protein; INVOLVED IN: pollen exine formation; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 8 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G28720.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,0.926728073,0.367286509
Q9S724,AT3G08980.1,Peptidase S24/S26A/S26B/S26C family protein,0.926244388,0.108559518
Q9LZQ4,AT3G62360.1,Carbohydrate-binding-like fold,0.925984957,0.107370484
P56786,ATCG00860.1,"Chloroplast Ycf2;ATPase, AAA type, core",0.925641117,0.369698766
Q6DSU0,AT1G23110.5,unknown protein; FUNCTIONS IN: molecular_function unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G70900.1).,0.925168943,0.619721303
O80858,AT2G30930.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, plasma membrane, membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G06540.1); Has 194 Blast hits to 176 proteins in 78 species: Archae - 0; Bacteria - 101; Metazoa - 15; Fungi - 25; Plants - 12; Viruses - 4; Other Eukaryotes - 37 (source: NCBI BLink).",0.925066247,0.17008976
Q9FRL3,AT1G75220.1,Major facilitator superfamily protein,0.924668985,0.278523209
Q0WQH3,AT1G27100.1,Actin cross-linking protein,0.924255641,0.316906343
Q8RX56,AT5G06970.1,Protein of unknown function (DUF810),0.924041593,0.284451535
Q3E9X4,AT4G23430.2,NAD(P)-binding Rossmann-fold superfamily protein,0.923226111,0.516755524
Q9SWS1,AT5G38630.1,cytochrome B561-1,0.922797744,0.325763417
Q9STI1,AT4G12300.1,"cytochrome P450, family 706, subfamily A, polypeptide 4",0.921771595,0.660149255
P46032,AT2G02040.1,peptide transporter 2,0.92157905,0.052147102
Q7XJJ7,AT5G64440.1,fatty acid amide hydrolase,0.921469454,0.005906987
Q9LS94,AT3G18820.1,RAB GTPase homolog G3F,0.921115685,0.047398249
Q1ECN0,AT2G27330.1,RNA-binding (RRM/RBD/RNP motifs) family protein,0.919899445,0.204060311
Q9SSM4,AT1G73030.1,SNF7 family protein,0.919581944,0.425616278
Q8VZV6,AT5G19290.1,alpha/beta-Hydrolases superfamily protein,0.919537889,0.173941516
Q9SJL4,AT2G36930.1,zinc finger (C2H2 type) family protein,0.919439786,0.093865783
Q9ZWT2,AT5G48810.1,cytochrome B5 isoform D,0.919358065,0.157005086
Q9LHS5,AT5G06110.1,DnaJ domain ;Myb-like DNA-binding domain,0.919138195,0.393820663
Q8VY92,AT1G69460.1,emp24/gp25L/p24 family/GOLD family protein,0.919112017,0.137766657
Q9CAY2,AT3G11450.1,DnaJ domain ;Myb-like DNA-binding domain,0.919014428,0.230260522
Q9LSV0,AT3G25530.1,glyoxylate reductase 1,0.918993506,0.356607017
O22797,AT2G33470.1,glycolipid transfer protein 1,0.918942915,0.368365593
Q0WT16,AT3G59500.1,Integral membrane HRF1 family protein,0.918408768,0.63614722
Q8LE63,AT4G11860.1,Protein of unknown function (DUF544),0.918130209,0.46989593
Q9C803,AT1G33490.1,unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2062 (InterPro:IPR018639); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G10140.1); Has 88 Blast hits to 88 proteins in 29 species: Archae - 0; Bacteria - 28; Metazoa - 0; Fungi - 0; Plants - 54; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).,0.917780555,0.163010508
Q9M591,AT3G56940.1,"dicarboxylate diiron protein, putative (Crd1)",0.917729195,0.313790938
Q944S5,AT3G28670.1,"oxidoreductase, zinc-binding dehydrogenase family protein",0.917526305,0.205742262
Q9SU64,AT3G48010.1,cyclic nucleotide-gated channel 16,0.916989531,0.503137658
Q9LV81,AT5G64970.1,Mitochondrial substrate carrier family protein,0.916614935,0.296715189
A1L4Y4,AT5G61510.1,GroES-like zinc-binding alcohol dehydrogenase family protein,0.916467054,0.452985737
Q9LZH9,AT3G62870.1,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein,0.916443517,0.160585083
Q9FY75,AT5G09400.1,K+ uptake permease 7,0.915545208,0.302989236
Q9FZK5,AT1G27300.1,unknown protein; Has 54 Blast hits to 54 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 11; Fungi - 6; Plants - 34; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).,0.915208743,0.232830342
O49605,AT4G34960.1,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,0.913783139,0.124176395
Q8GW20,AT5G03900.2,Iron-sulphur cluster biosynthesis family protein,0.913264535,0.345593353
Q9STW1,AT4G24330.1,Protein of unknown function (DUF1682),0.912132918,0.16459052
Q2HIQ2,AT1G01170.1,Protein of unknown function (DUF1138),0.911896283,0.680426161
