"","uniprot","Protein.Acc","Protein.Descriptions","up.low","P.value..up.low.","iso_id","uniprot_seq_length","uniprot_seq_md5","coordinate_id","provider","from","to","template","qmean","qmean_norm","seqid","url"
"2942","Q9CAT4","AT1G73200.1","Putative integral membrane protein conserved region (DUF2404)","0.992620603","0.905703286","779","bcf4b586fffa5c3ceb15ea10caf873ce","5c1d2f75732c1e90ce1c7c06","SWISSMODEL","331","608","5yk6.1.A","-4.7130326554","0.6069215688","17.6767673492","https://swissmodel.expasy.org/repository/uniprot/Q9CAT4.pdb?provider=swissmodel&from=331&to=608&template=5yk6.1.A&provider=swissmodel","Q9CAT4"
"2943","Q9CAT7","AT1G73230.1","Nascent polypeptide-associated complex NAC","1.07956811","0.239712543","165","97dd38571cf27a87ded84ed35a8cd5e2","5f00c19b518c03347269a608","SWISSMODEL","48","112","3lkx.1.A","-1.3387000797","0.7081711819","55.3846168518","https://swissmodel.expasy.org/repository/uniprot/Q9CAT7.pdb?provider=swissmodel&from=48&to=112&template=3lkx.1.A&provider=swissmodel","Q9CAT7"
"2944","Q9CAV0","AT3G04840.1","Ribosomal protein S3Ae","1.202868402","0.008299756","262","6315262bdf7187917f3b8fba2692fa2b","5a7df3a67aaa0d1c0f0391ad","SWISSMODEL","22","236","5t2a.42.A","-3.6362567404","0.6311198702","44.4915237427","https://swissmodel.expasy.org/repository/uniprot/Q9CAV0.pdb?provider=swissmodel&from=22&to=236&template=5t2a.42.A&provider=swissmodel","Q9CAV0"
"2945","Q9CAW4","AT3G05000.1","Transport protein particle (TRAPP) component","2.229645768","1.86078e-05","173","6e5306df43267eb2b51d8bfd19403441","5f00a7c814ee385fa99b4b91","SWISSMODEL","5","173","2cfh.1.B","-2.0330842148","0.6891307059","45.0980377197","https://swissmodel.expasy.org/repository/uniprot/Q9CAW4.pdb?provider=swissmodel&from=5&to=173&template=2cfh.1.B&provider=swissmodel","Q9CAW4"
"2946","Q9CAX4","AT3G11530.1","Vacuolar protein sorting 55 (VPS55) family protein","0.956522329","0.534625308","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2947","Q9CAX6","AT3G11510.1","Ribosomal protein S11 family protein","1.629364967","1.01072e-07","150","cd8618a67e4499858d91c3097bfa91da","5f00f7223a92af7e85f89bfc","SWISSMODEL","12","150","4ug0.71.A","-3.6615131587","0.5865086825","86","https://swissmodel.expasy.org/repository/uniprot/Q9CAX6.pdb?provider=swissmodel&from=12&to=150&template=4ug0.71.A&provider=swissmodel","Q9CAX6"
"2948","Q9CAY2","AT3G11450.1","DnaJ domain ;Myb-like DNA-binding domain","0.919014428","0.230260522","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2949","Q9CB01","AT3G54840.1","Ras-related small GTP-binding family protein","1.163499946","0.016646761","Q9CB01-1","202","337d80f8266a52608b91919c1552e9bb","5efffbecf91d0d9d357b20cc","SWISSMODEL","31","195","4kyi.2.B","-1.3366623509","0.720380946","58.7878799438","https://swissmodel.expasy.org/repository/uniprot/Q9CB01.pdb?provider=swissmodel&from=31&to=195&template=4kyi.2.B&provider=swissmodel"
"2950","Q9CB03","AT1G27460.1","no pollen germination related 1","1.601490659","2.1658e-05","694","ddd03eafe57a20077ff40f81db3c6129","5f00c684fa2536923670319f","SWISSMODEL","46","691","6af0.1.A","-4.7396881688","0.5977456641","12.9848232269","https://swissmodel.expasy.org/repository/uniprot/Q9CB03.pdb?provider=swissmodel&from=46&to=691&template=6af0.1.A&provider=swissmodel","Q9CB03"
"2951","Q9CB03","AT1G27460.1","no pollen germination related 1","1.601490659","2.1658e-05","694","ddd03eafe57a20077ff40f81db3c6129","5f00c684fa253692367031a7","SWISSMODEL","46","694","6bq1.1.B","-3.2701423913","0.6491612838","25.9016399384","https://swissmodel.expasy.org/repository/uniprot/Q9CB03.pdb?provider=swissmodel&from=46&to=694&template=6bq1.1.B&provider=swissmodel","Q9CB03"
"2952","Q9CB03","AT1G27460.1","no pollen germination related 1","1.601490659","2.1658e-05","694","ddd03eafe57a20077ff40f81db3c6129","5f00c684fa253692367031ab","SWISSMODEL","54","684","6exn.1.S","-4.4128421218","0.609181165","9.6054887772","https://swissmodel.expasy.org/repository/uniprot/Q9CB03.pdb?provider=swissmodel&from=54&to=684&template=6exn.1.S&provider=swissmodel","Q9CB03"
"2953","Q9CB03","AT1G27460.1","no pollen germination related 1","1.601490659","2.1658e-05","694","ddd03eafe57a20077ff40f81db3c6129","5f00c684fa253692367031af","SWISSMODEL","43","681","4m57.1.A","-4.6721056892","0.6001102009","11.8530883789","https://swissmodel.expasy.org/repository/uniprot/Q9CB03.pdb?provider=swissmodel&from=43&to=681&template=4m57.1.A&provider=swissmodel","Q9CB03"
"2954","Q9CB03","AT1G27460.1","no pollen germination related 1","1.601490659","2.1658e-05","694","ddd03eafe57a20077ff40f81db3c6129","5f00c684fa253692367031b3","SWISSMODEL","43","683","5nnp.1.A","-4.5868721743","0.6030923019","12.224108696","https://swissmodel.expasy.org/repository/uniprot/Q9CB03.pdb?provider=swissmodel&from=43&to=683&template=5nnp.1.A&provider=swissmodel","Q9CB03"
"2955","Q9CB03","AT1G27460.1","no pollen germination related 1","1.601490659","2.1658e-05","694","ddd03eafe57a20077ff40f81db3c6129","5f00c684fa253692367031a3","SWISSMODEL","43","692","6af0.1.A","-4.3044268332","0.6129743365","12.1464223862","https://swissmodel.expasy.org/repository/uniprot/Q9CB03.pdb?provider=swissmodel&from=43&to=692&template=6af0.1.A&provider=swissmodel","Q9CB03"
"2956","Q9FDW8","AT1G26340.1","cytochrome B5 isoform A","0.756925377","1.22868e-05","135","6b2c440b9f36ab7455df8960c477aa28","5f012dc1be17a1b6fa70fc31","SWISSMODEL","89","114","1sze.1.A","-1.8046067682","0.5483180039","50.9803924561","https://swissmodel.expasy.org/repository/uniprot/Q9FDW8.pdb?provider=swissmodel&from=89&to=114&template=1sze.1.A&provider=swissmodel","Q9FDW8"
"2957","Q9FDW8","AT1G26340.1","cytochrome B5 isoform A","0.756925377","1.22868e-05","135","6b2c440b9f36ab7455df8960c477aa28","5f012dc1be17a1b6fa70fc2d","SWISSMODEL","1","88","1lj0.1.A","0.8392032353","0.8166944852","42.0454559326","https://swissmodel.expasy.org/repository/uniprot/Q9FDW8.pdb?provider=swissmodel&from=1&to=88&template=1lj0.1.A&provider=swissmodel","Q9FDW8"
"2958","Q9FDZ9","AT1G57860.1","Translation protein SH3-like family protein","1.033016742","0.781754811","164","50b18f8e248aa37484e3b9fb7d9dd34a","5cd82b9fd60c59f35682f299","SWISSMODEL","1","160","4v7e.35.A","-4.7869590015","0.5500265452","84.7560958862","https://swissmodel.expasy.org/repository/uniprot/Q9FDZ9.pdb?provider=swissmodel&from=1&to=160&template=4v7e.35.A&provider=swissmodel","Q9FDZ9"
"2959","Q9FE06","AT5G64260.1","EXORDIUM like 2","1.017720621","0.824113976","305","7bf8e0475cfcb3d1d5d98f099f4865c0","5efe84b332d3b30975b3a27a","SWISSMODEL","200","228","2pbd.1.C","-3.637718397","0.3320322876","34.4827575684","https://swissmodel.expasy.org/repository/uniprot/Q9FE06.pdb?provider=swissmodel&from=200&to=228&template=2pbd.1.C&provider=swissmodel","Q9FE06"
"2960","Q9FE20","AT5G13160.1","Protein kinase superfamily protein","1.094102252","0.085266512","456","71ccf03b7da4590755dba7ab59b9594d","5efea778030c3c46d79928d3","SWISSMODEL","71","370","5tos.1.A","-2.7573273855","0.6726249848","51.1784515381","https://swissmodel.expasy.org/repository/uniprot/Q9FE20.pdb?provider=swissmodel&from=71&to=370&template=5tos.1.A&provider=swissmodel","Q9FE20"
"2961","Q9FE20","AT5G13160.1","Protein kinase superfamily protein","1.094102252","0.085266512","456","71ccf03b7da4590755dba7ab59b9594d","5efea778030c3c46d79928d7","SWISSMODEL","71","364","3tl8.3.E","-2.8211317663","0.6648222596","42.9553260803","https://swissmodel.expasy.org/repository/uniprot/Q9FE20.pdb?provider=swissmodel&from=71&to=364&template=3tl8.3.E&provider=swissmodel","Q9FE20"
"2962","Q9FE38","AT4G23640.1","Potassium transporter family protein","1.092379781","0.121906955","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2963","Q9FE40","AT5G62810.1","peroxin 14","0.562091339","3.32319e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2964","Q9FE58","AT5G27770.1","Ribosomal L22e protein family","1.141326975","0.005591226","124","502753c521c307e3a8683b15e733669c","5f01587f90236ed16d0cd0e6","SWISSMODEL","12","124","4v6x.53.A","-4.5661358751","0.5510185711","66.3716812134","https://swissmodel.expasy.org/repository/uniprot/Q9FE58.pdb?provider=swissmodel&from=12&to=124&template=4v6x.53.A&provider=swissmodel","Q9FE58"
"2965","Q9FE59","AT1G09960.1","sucrose transporter 4","0.962614523","0.601333806","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2966","Q9FE65","AT1G69620.1","ribosomal protein L34","0.905051809","0.111276388","119","bceadaff49d8bb7b371568187b911b20","5f016db2cf8b0bea48069190","SWISSMODEL","1","110","4v7e.82.A","-2.3977041605","0.6626684835","87.2881393433","https://swissmodel.expasy.org/repository/uniprot/Q9FE65.pdb?provider=swissmodel&from=1&to=110&template=4v7e.82.A&provider=swissmodel","Q9FE65"
"2967","Q9FE78","AT5G05470.1","eukaryotic translation initiation factor 2 alpha subunit","0.980713176","0.978587295","344","df1e1716664476f6117e409334f80d5f","5efda14271293e41f799abd9","SWISSMODEL","9","313","1q8k.1.A","-4.7655000908","0.6002490166","48.4210510254","https://swissmodel.expasy.org/repository/uniprot/Q9FE78.pdb?provider=swissmodel&from=9&to=313&template=1q8k.1.A&provider=swissmodel","Q9FE78"
"2968","Q9FED2","AT5G50720.1","HVA22 homologue E","1.138252635","0.088715936","116","b4434b09be91e82e1349db1f22013e41","5f018826b013d4312e1af98c","SWISSMODEL","8","35","5oy0.1.G","-4.5332372518","0.2263715444","35.7142868042","https://swissmodel.expasy.org/repository/uniprot/Q9FED2.pdb?provider=swissmodel&from=8&to=35&template=5oy0.1.G&provider=swissmodel","Q9FED2"
"2969","Q9FF52","AT5G60670.1","Ribosomal protein L11 family protein","1.044933558","0.588336571","166","45c2f01babfb54023d281e6e183fbde2","583a511d26232517cbe887b6","SWISSMODEL","13","162","5col.2.A","-2.2262060156","0.6706675146","41.8439712524","https://swissmodel.expasy.org/repository/uniprot/Q9FF52.pdb?provider=swissmodel&from=13&to=162&template=5col.2.A&provider=swissmodel","Q9FF52"
"2970","Q9FF84","AT5G04895.1","DEA(D/H)-box RNA helicase family protein","1.137158897","0.266893202","1161","a6b4c6f3826d507c851279f0a70c4a73","5f020df7f79b728213fd64c5","SWISSMODEL","167","1034","5aor.1.A","-2.774723354","0.6664947192","34.1232223511","https://swissmodel.expasy.org/repository/uniprot/Q9FF84.pdb?provider=swissmodel&from=167&to=1034&template=5aor.1.A&provider=swissmodel","Q9FF84"
"2971","Q9FF84","AT5G04895.1","DEA(D/H)-box RNA helicase family protein","1.137158897","0.266893202","1161","a6b4c6f3826d507c851279f0a70c4a73","5f020df7f79b728213fd64bd","SWISSMODEL","127","1027","5vhe.1.A","-3.1421065149","0.6536409291","36.6213150024","https://swissmodel.expasy.org/repository/uniprot/Q9FF84.pdb?provider=swissmodel&from=127&to=1027&template=5vhe.1.A&provider=swissmodel","Q9FF84"
"2972","Q9FF84","AT5G04895.1","DEA(D/H)-box RNA helicase family protein","1.137158897","0.266893202","1161","a6b4c6f3826d507c851279f0a70c4a73","5f020df7f79b728213fd64c1","SWISSMODEL","247","962","6qid.1.A","-3.581164357","0.6382794267","34.2767295837","https://swissmodel.expasy.org/repository/uniprot/Q9FF84.pdb?provider=swissmodel&from=247&to=962&template=6qid.1.A&provider=swissmodel","Q9FF84"
"2973","Q9FF90","AT5G23900.1","Ribosomal protein L13e family protein","0.994772807","0.941276046","206","aeb9472e2488d8b85bb396c1d3ef4d75","589f2c73140550979070f631","SWISSMODEL","1","205","5t2c.34.A","-4.1107390697","0.6127969218","54.634147644","https://swissmodel.expasy.org/repository/uniprot/Q9FF90.pdb?provider=swissmodel&from=1&to=205&template=5t2c.34.A&provider=swissmodel","Q9FF90"
"2974","Q9FF91","AT5G23890.1","LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","0.901862848","0.165833025","946","251d5718bbf656e5417e48a139d5ebda","5f0188b0bd7225e555053d42","SWISSMODEL","616","795","5y05.1.A","0.5864989374","0.8063550374","17.9640712738","https://swissmodel.expasy.org/repository/uniprot/Q9FF91.pdb?provider=swissmodel&from=616&to=795&template=5y05.1.A&provider=swissmodel","Q9FF91"
"2975","Q9FF91","AT5G23890.1","LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","0.901862848","0.165833025","946","251d5718bbf656e5417e48a139d5ebda","5f0188b0bd7225e555053d4a","SWISSMODEL","634","810","1c1g.1.A","0.9869928888","0.823173005","11.9318180084","https://swissmodel.expasy.org/repository/uniprot/Q9FF91.pdb?provider=swissmodel&from=634&to=810&template=1c1g.1.A&provider=swissmodel","Q9FF91"
"2976","Q9FF91","AT5G23890.1","LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","0.901862848","0.165833025","946","251d5718bbf656e5417e48a139d5ebda","5f0188b0bd7225e555053d5e","SWISSMODEL","683","806","6egc.1.A","0.2311467517","0.7959445177","26.612903595","https://swissmodel.expasy.org/repository/uniprot/Q9FF91.pdb?provider=swissmodel&from=683&to=806&template=6egc.1.A&provider=swissmodel","Q9FF91"
"2977","Q9FF91","AT5G23890.1","LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","0.901862848","0.165833025","946","251d5718bbf656e5417e48a139d5ebda","5f0188b0bd7225e555053d52","SWISSMODEL","719","888","4uxv.1.A","-3.9465582689","0.6058978536","8.8435373306","https://swissmodel.expasy.org/repository/uniprot/Q9FF91.pdb?provider=swissmodel&from=719&to=888&template=4uxv.1.A&provider=swissmodel","Q9FF91"
"2978","Q9FF91","AT5G23890.1","LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","0.901862848","0.165833025","946","251d5718bbf656e5417e48a139d5ebda","5f0188b0bd7225e555053d62","SWISSMODEL","672","781","4ilo.2.A","0.3639948194","0.807498967","16.822429657","https://swissmodel.expasy.org/repository/uniprot/Q9FF91.pdb?provider=swissmodel&from=672&to=781&template=4ilo.2.A&provider=swissmodel","Q9FF91"
"2979","Q9FF91","AT5G23890.1","LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","0.901862848","0.165833025","946","251d5718bbf656e5417e48a139d5ebda","5f0188b0bd7225e555053d3e","SWISSMODEL","678","782","4zry.1.A","-0.8870010123","0.7446600439","18.3486232758","https://swissmodel.expasy.org/repository/uniprot/Q9FF91.pdb?provider=swissmodel&from=678&to=782&template=4zry.1.A&provider=swissmodel","Q9FF91"
"2980","Q9FF91","AT5G23890.1","LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","0.901862848","0.165833025","946","251d5718bbf656e5417e48a139d5ebda","5f0188b0bd7225e555053d56","SWISSMODEL","593","789","5c21.1.B","-1.1672631906","0.7334695095","10.9375","https://swissmodel.expasy.org/repository/uniprot/Q9FF91.pdb?provider=swissmodel&from=593&to=789&template=5c21.1.B&provider=swissmodel","Q9FF91"
"2981","Q9FF91","AT5G23890.1","LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","0.901862848","0.165833025","946","251d5718bbf656e5417e48a139d5ebda","5f0188b0bd7225e555053d5a","SWISSMODEL","634","810","1c1g.1.B","1.3971771287","0.8408694178","11.9318180084","https://swissmodel.expasy.org/repository/uniprot/Q9FF91.pdb?provider=swissmodel&from=634&to=810&template=1c1g.1.B&provider=swissmodel","Q9FF91"
"2982","Q9FF91","AT5G23890.1","LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","0.901862848","0.165833025","946","251d5718bbf656e5417e48a139d5ebda","5f0188b0bd7225e555053d4e","SWISSMODEL","654","774","2p22.1.A","0.228381977","0.7960621076","10","https://swissmodel.expasy.org/repository/uniprot/Q9FF91.pdb?provider=swissmodel&from=654&to=774&template=2p22.1.A&provider=swissmodel","Q9FF91"
"2983","Q9FF91","AT5G23890.1","LOCATED IN: mitochondrion, chloroplast thylakoid membrane, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52410.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","0.901862848","0.165833025","946","251d5718bbf656e5417e48a139d5ebda","5f0188b0bd7225e555053d46","SWISSMODEL","844","946","6pts.1.A","-1.4221490383","0.7178176399","7","https://swissmodel.expasy.org/repository/uniprot/Q9FF91.pdb?provider=swissmodel&from=844&to=946&template=6pts.1.A&provider=swissmodel","Q9FF91"
